 | S: 13.78 | T: 1.100 | N: 2.69 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 463.76 | T: 1.100 | N: 4.21 | P: 4.05 | A: 4.02 3.96 5.00 
 | S: 463.83 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 463.90 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 463.97 | T: 1.100 | N: 4.21 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 464.03 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 464.10 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 464.17 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.00 3.96 5.00 
 | S: 464.24 | T: 1.100 | N: 4.21 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 464.31 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 464.38 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 464.45 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.00 3.95 5.00 
 | S: 464.52 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 464.58 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 464.65 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 464.72 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 464.79 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 464.86 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 464.93 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 465.00 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 465.06 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 465.13 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 465.20 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 465.27 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.00 3.96 5.00 
 | S: 465.34 | T: 1.100 | N: 4.21 | P: 4.05 | A: 4.02 3.96 5.00 
 | S: 465.41 | T: 1.100 | N: 4.20 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 465.48 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 465.54 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 465.61 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 465.68 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 465.75 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 465.82 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 465.89 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 465.96 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 466.02 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 466.09 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 466.16 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 466.23 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 466.30 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 466.37 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 466.44 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 466.51 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 466.57 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 466.64 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 466.71 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 466.78 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 466.85 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 466.92 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 466.99 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.05 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.12 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.19 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 467.26 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.95 5.00 
 | S: 467.33 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 467.40 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.47 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.53 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.60 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.67 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.95 4.99 
 | S: 467.74 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.81 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 467.88 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 467.95 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 468.02 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 468.08 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 468.15 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 468.22 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 468.29 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 468.36 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 468.43 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 468.50 | T: 1.100 | N: 4.22 | P: 4.05 | A: 4.02 3.96 5.00 
 | S: 468.56 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 468.63 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.02 3.96 4.99 
 | S: 468.70 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 468.77 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 468.84 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.95 4.99 
 | S: 468.91 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 468.98 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 469.05 | T: 1.100 | N: 4.19 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 469.11 | T: 1.100 | N: 4.21 | P: 4.07 | A: 4.02 3.96 4.99 
 | S: 469.18 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 469.25 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 469.32 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 469.39 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 469.46 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 469.53 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 469.59 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 469.66 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 469.73 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 469.80 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 469.87 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 469.94 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 470.01 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 470.07 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 470.14 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 470.21 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 470.28 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 470.35 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 470.42 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 470.49 | T: 1.100 | N: 4.20 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 470.55 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 470.62 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 470.69 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 470.76 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 470.83 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 470.90 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 470.97 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 471.04 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 471.10 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.00 3.95 5.00 
 | S: 471.17 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 471.24 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 471.31 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 471.38 | T: 1.100 | N: 4.20 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 471.45 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 471.52 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 471.58 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 471.65 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 471.72 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 471.79 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 471.86 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 471.93 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 472.00 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 472.07 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 472.13 | T: 1.100 | N: 4.22 | P: 4.05 | A: 4.03 3.96 5.00 
 | S: 472.20 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.96 4.98 
 | S: 472.27 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 472.34 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 472.41 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 472.48 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.95 4.98 
 | S: 472.55 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.00 3.95 5.00 
 | S: 472.61 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 472.68 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 472.75 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 472.82 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 472.89 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 472.96 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.95 4.99 
 | S: 473.03 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 473.10 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 473.16 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 4.98 
 | S: 473.23 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.95 5.00 
 | S: 473.30 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 473.37 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 473.44 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 473.51 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 473.58 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 473.64 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 473.71 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 473.78 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 473.85 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 473.92 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 473.99 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 474.06 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 474.12 | T: 1.100 | N: 4.22 | P: 4.05 | A: 4.01 3.95 5.00 
 | S: 474.19 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 474.26 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 474.33 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 474.40 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 474.47 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 474.54 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 474.60 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 474.67 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 474.74 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 474.81 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 474.88 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.95 5.00 
 | S: 474.95 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 475.02 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 475.08 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.95 5.00 
 | S: 475.15 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 475.22 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 475.29 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 475.36 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 475.43 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 475.50 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 475.57 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 475.63 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 475.70 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.95 4.98 
 | S: 475.77 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 475.84 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 475.91 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 475.98 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 476.05 | T: 1.100 | N: 4.24 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 476.12 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 476.18 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.95 5.00 
 | S: 476.25 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 476.32 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 476.39 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 476.46 | T: 1.100 | N: 4.21 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 476.53 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 476.60 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 476.66 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 476.73 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 476.80 | T: 1.100 | N: 4.24 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 476.87 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 476.94 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 477.01 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.96 4.99 
 | S: 477.08 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 477.14 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 477.21 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 4.98 
 | S: 477.28 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 477.35 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 477.42 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 477.49 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 477.56 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 477.63 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 477.69 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 477.76 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 477.83 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 477.90 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 477.97 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 478.04 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 478.11 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 478.17 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 478.24 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 478.31 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 478.38 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 478.45 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 478.52 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 478.59 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 478.65 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 478.72 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 478.79 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 478.86 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 478.93 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 479.00 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 479.07 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 479.13 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.00 3.95 5.00 
 | S: 479.20 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 479.27 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 479.34 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 479.41 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.95 5.00 
 | S: 479.48 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 479.55 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 479.62 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.95 4.99 
 | S: 479.68 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 479.75 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 479.82 | T: 1.100 | N: 4.23 | P: 4.05 | A: 4.02 3.96 5.00 
 | S: 479.89 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 479.96 | T: 1.100 | N: 4.24 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 480.03 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 480.10 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 480.16 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 480.23 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 480.30 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 480.37 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 480.44 | T: 1.100 | N: 4.22 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 480.51 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 480.58 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 480.65 | T: 1.100 | N: 4.23 | P: 4.05 | A: 4.02 3.96 5.00 
 | S: 480.71 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 480.78 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 480.85 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 480.92 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 480.99 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.96 5.00 
 | S: 481.06 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 481.13 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.02 3.96 5.00 
 | S: 481.19 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 481.26 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.02 3.96 4.98 
 | S: 481.33 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 481.40 | T: 1.100 | N: 4.23 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 481.47 | T: 1.100 | N: 4.23 | P: 4.05 | A: 4.01 3.96 5.00 
 | S: 481.54 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 481.61 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 481.67 | T: 1.100 | N: 4.24 | P: 4.05 | A: 4.01 3.95 5.00 
 | S: 481.74 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 481.81 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 481.88 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 481.95 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 482.02 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 482.09 | T: 1.100 | N: 4.22 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 482.16 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 482.22 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 482.29 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 482.36 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 482.43 | T: 1.100 | N: 4.23 | P: 4.07 | A: 4.01 3.96 5.00 
 | S: 482.50 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 482.57 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 482.64 | T: 1.100 | N: 4.25 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 482.70 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 482.77 | T: 1.100 | N: 4.24 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 482.84 | T: 1.100 | N: 4.24 | P: 4.06 | A: 4.01 3.96 5.00 
